#Associated.Gene.Name	Synonyms	Official name	Entrez.Taxa.ID	Entrez.Gene.ID	UniProt.SwissProt.Accession	Ensembl.Gene.ID	GO:0140223.Annotations	GO:0140223.Evidence	GO:0003700.Annotations	GO:0003700.Evidence	GO:0003712.Annotations	GO:0003712.Evidence	GO:0043565.Annotations	GO:0043565.Evidence	GO:0006357.Annotations	GO:0006357.Evidence	GO:0000981.Annotations	GO:0000981.Evidence	DBD.present	Lovering_2021.present	ORFeome.present	Ravazi.present	Saeed.present	TFCat.present	animal_tfdb_homo_sapiens.present	animal_tfdb_Homo_sapiens_cofactors.present	animal_tfdb_Mus_musculus.present	animal_tfdb_Mus_musculus_cofactors.present	animal_tfdb_Rattus_norvegicus.present	animal_tfdb_Rattus_norvegicus_cofactors.present	TcoF_human.present	tcof_cotf_human.present	TcoF_mouse.present	tcof_cotf_mouse.present	jaspar_human.present	jaspar_mouse.present	jaspar_rat.present	lambert_2018.present	Vaquerizas.present	TFclass_human	TFclass_mouse	TFclass_rat	TFClass_classification_family_code	TFClass_classification_class_name
EGR2	-	E3 SUMO-protein ligase EGR2 	9606|10090|10116	1959|13654|114090	P11161|P08152|P51774	ENSG00000122877|ENSMUSG00000037868|ENSRNOG00000000640	NA	NA	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:P11161,UniProtKB:P08152,UniProtKB:P51774&geneProductType=protein&goId=GO:0003700&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0000269	NA	NA	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:P11161,UniProtKB:P08152,UniProtKB:P51774&geneProductType=protein&goId=GO:0043565&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0000269	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:P11161,UniProtKB:P08152,UniProtKB:P51774&geneProductType=protein&goId=GO:0006357&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0000269	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:P11161,UniProtKB:P08152,UniProtKB:P51774&geneProductType=protein&goId=GO:0000981&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0000269	DBD	Lovering_2021	ORFeome	Ravazi	Saeed	TFCat	animal_tfdb_homo_sapiens	NA	animal_tfdb_Mus_musculus	NA	animal_tfdb_Rattus_norvegicus	NA	TcoF_human	NA	TcoF_mouse	NA	jaspar_human	jaspar_mouse	NA	lambert_2018	Vaquerizas	TFclass_human.present	TFclass_mouse.present	TFclass_rat.present	2.3.1	C2H2 zinc finger factors
EGR3	PILOT	Early growth response protein 3 	9606|10090|10116	1960|13655|25148	Q06889|P43300|P43301	ENSG00000179388|ENSMUSG00000033730|ENSRNOG00000017828	NA	NA	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q06889,UniProtKB:P43300,UniProtKB:P43301&geneProductType=protein&goId=GO:0003700&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0000269	NA	NA	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q06889,UniProtKB:P43300,UniProtKB:P43301&geneProductType=protein&goId=GO:0043565&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0000269	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q06889,UniProtKB:P43300,UniProtKB:P43301&geneProductType=protein&goId=GO:0006357&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0000269	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q06889,UniProtKB:P43300,UniProtKB:P43301&geneProductType=protein&goId=GO:0000981&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0000269	NA	Lovering_2021	NA	Ravazi	Saeed	NA	animal_tfdb_homo_sapiens	NA	animal_tfdb_Mus_musculus	NA	animal_tfdb_Rattus_norvegicus	NA	TcoF_human	NA	TcoF_mouse	NA	jaspar_human	NA	NA	lambert_2018	Vaquerizas	TFclass_human.present	TFclass_mouse.present	TFclass_rat.present	2.3.1	C2H2 zinc finger factors
EGR4	NGFI-C PAT133	Early growth response protein 4 	9606|10090|10116	1961|13656|25129	Q05215|Q9WUF2|Q00911	ENSG00000135625|ENSMUSG00000071341|ENSRNOG00000015719	NA	NA	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q05215,UniProtKB:Q9WUF2,UniProtKB:Q00911&geneProductType=protein&goId=GO:0003700&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0000269	NA	NA	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q05215,UniProtKB:Q9WUF2,UniProtKB:Q00911&geneProductType=protein&goId=GO:0043565&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0000269	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q05215,UniProtKB:Q9WUF2,UniProtKB:Q00911&geneProductType=protein&goId=GO:0006357&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0000269	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q05215,UniProtKB:Q9WUF2,UniProtKB:Q00911&geneProductType=protein&goId=GO:0000981&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0000269	NA	Lovering_2021	NA	Ravazi	Saeed	NA	animal_tfdb_homo_sapiens	NA	animal_tfdb_Mus_musculus	NA	animal_tfdb_Rattus_norvegicus	NA	TcoF_human	NA	TcoF_mouse	NA	jaspar_human	NA	NA	lambert_2018	Vaquerizas	TFclass_human.present	TFclass_mouse.present	TFclass_rat.present	2.3.1	C2H2 zinc finger factors
EHF	ESE3 ESEJ	ETS homologous factor 	9606|10090|10116	26298|13661|295965	Q9NZC4|O70273|B2RYD8	ENSG00000135373|ENSMUSG00000012350|ENSRNOG00000007484	NA	NA	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q9NZC4,UniProtKB:O70273,UniProtKB:B2RYD8&geneProductType=protein&goId=GO:0003700&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0000269	NA	NA	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q9NZC4,UniProtKB:O70273,UniProtKB:B2RYD8&geneProductType=protein&goId=GO:0043565&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0000269	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q9NZC4,UniProtKB:O70273,UniProtKB:B2RYD8&geneProductType=protein&goId=GO:0006357&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0000269	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q9NZC4,UniProtKB:O70273,UniProtKB:B2RYD8&geneProductType=protein&goId=GO:0000981&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0000269	DBD	Lovering_2021	ORFeome	Ravazi	Saeed	TFCat	animal_tfdb_homo_sapiens	NA	animal_tfdb_Mus_musculus	NA	animal_tfdb_Rattus_norvegicus	NA	TcoF_human	NA	TcoF_mouse	NA	jaspar_human	NA	NA	lambert_2018	Vaquerizas	TFclass_human.present	TFclass_mouse.present	TFclass_rat.present	3.5.2	Tryptophan cluster factors
ELF1	-	ETS-related transcription factor Elf-1 	9606|10090|10116	1997|13709|85424	P32519|Q60775|Q9EQY3	ENSG00000120690|ENSMUSG00000036461|ENSRNOG00000011762	NA	NA	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:P32519,UniProtKB:Q60775,UniProtKB:Q9EQY3&geneProductType=protein&goId=GO:0003700&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0000269	NA	NA	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:P32519,UniProtKB:Q60775,UniProtKB:Q9EQY3&geneProductType=protein&goId=GO:0043565&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0000269	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:P32519,UniProtKB:Q60775,UniProtKB:Q9EQY3&geneProductType=protein&goId=GO:0006357&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0000269	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:P32519,UniProtKB:Q60775,UniProtKB:Q9EQY3&geneProductType=protein&goId=GO:0000981&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0000269	DBD	Lovering_2021	ORFeome	Ravazi	Saeed	TFCat	animal_tfdb_homo_sapiens	NA	animal_tfdb_Mus_musculus	NA	animal_tfdb_Rattus_norvegicus	NA	TcoF_human	NA	TcoF_mouse	NA	jaspar_human	NA	NA	lambert_2018	Vaquerizas	TFclass_human.present	TFclass_mouse.present	TFclass_rat.present	3.5.2	Tryptophan cluster factors
ELF2	EU32 NERF NERF-2 NERF-1A NERF-1B	ETS-related transcription factor Elf-2 	9606|10090|10116	1998|69257|361944	Q15723|Q9JHC9|Q5XIT5	ENSG00000109381|ENSMUSG00000037174|ENSRNOG00000010815	NA	NA	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q15723,UniProtKB:Q9JHC9,UniProtKB:Q5XIT5&geneProductType=protein&goId=GO:0003700&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0000269	NA	NA	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q15723,UniProtKB:Q9JHC9,UniProtKB:Q5XIT5&geneProductType=protein&goId=GO:0043565&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0000269	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q15723,UniProtKB:Q9JHC9,UniProtKB:Q5XIT5&geneProductType=protein&goId=GO:0006357&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0000269	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q15723,UniProtKB:Q9JHC9,UniProtKB:Q5XIT5&geneProductType=protein&goId=GO:0000981&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0000269	NA	Lovering_2021	NA	Ravazi	Saeed	NA	animal_tfdb_homo_sapiens	NA	animal_tfdb_Mus_musculus	NA	animal_tfdb_Rattus_norvegicus	NA	TcoF_human	NA	TcoF_mouse	NA	jaspar_human	NA	NA	lambert_2018	Vaquerizas	TFclass_human.present	TFclass_mouse.present	TFclass_rat.present	3.5.2	Tryptophan cluster factors
ELF3	EPR-1 ESE-1 ERT	ETS-related transcription factor Elf-3 	9606|10090|10116	1999|13710|304815	P78545|Q3UPW2|Q4V7E1	ENSG00000163435|ENSMUSG00000003051|ENSRNOG00000006330	NA	NA	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:P78545,UniProtKB:Q3UPW2,UniProtKB:Q4V7E1&geneProductType=protein&goId=GO:0003700&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0000269	NA	NA	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:P78545,UniProtKB:Q3UPW2,UniProtKB:Q4V7E1&geneProductType=protein&goId=GO:0043565&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0000269	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:P78545,UniProtKB:Q3UPW2,UniProtKB:Q4V7E1&geneProductType=protein&goId=GO:0006357&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0000269	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:P78545,UniProtKB:Q3UPW2,UniProtKB:Q4V7E1&geneProductType=protein&goId=GO:0000981&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0000269	NA	Lovering_2021	NA	Ravazi	Saeed	NA	animal_tfdb_homo_sapiens	NA	animal_tfdb_Mus_musculus	NA	animal_tfdb_Rattus_norvegicus	NA	TcoF_human	NA	TcoF_mouse	NA	jaspar_human	jaspar_mouse	NA	lambert_2018	Vaquerizas	TFclass_human.present	TFclass_mouse.present	TFclass_rat.present	3.5.2	Tryptophan cluster factors
ELF4	MEF ELFR	ETS-related transcription factor Elf-4 	9606|10090|10116	2000|56501|302811	Q99607|Q9Z2U4|D3ZWM8	ENSG00000102034|ENSMUSG00000031103|ENSRNOG00000005352	NA	NA	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q99607,UniProtKB:Q9Z2U4,UniProtKB:D3ZWM8&geneProductType=protein&goId=GO:0003700&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0000269	NA	NA	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q99607,UniProtKB:Q9Z2U4,UniProtKB:D3ZWM8&geneProductType=protein&goId=GO:0043565&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0000269	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q99607,UniProtKB:Q9Z2U4,UniProtKB:D3ZWM8&geneProductType=protein&goId=GO:0006357&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0000269	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q99607,UniProtKB:Q9Z2U4,UniProtKB:D3ZWM8&geneProductType=protein&goId=GO:0000981&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0000269	NA	Lovering_2021	NA	Ravazi	Saeed	NA	animal_tfdb_homo_sapiens	NA	animal_tfdb_Mus_musculus	NA	animal_tfdb_Rattus_norvegicus	NA	TcoF_human	NA	TcoF_mouse	NA	jaspar_human	NA	NA	lambert_2018	Vaquerizas	TFclass_human.present	TFclass_mouse.present	TFclass_rat.present	3.5.2	Tryptophan cluster factors
ELF5	-	ETS-related transcription factor Elf-5 	9606|10090|10116|10116	2001|13711|366142|100910896	Q9UKW6|Q8VDK3|D4A3N9|A0A0G2K893	ENSG00000135374|ENSMUSG00000027186|ENSRNOG00000008282|ENSRNOG00000058235	NA	NA	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q9UKW6,UniProtKB:Q8VDK3,UniProtKB:D4A3N9,UniProtKB:A0A0G2K893&geneProductType=protein&goId=GO:0003700&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0000269	NA	NA	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q9UKW6,UniProtKB:Q8VDK3,UniProtKB:D4A3N9,UniProtKB:A0A0G2K893&geneProductType=protein&goId=GO:0043565&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0000269	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q9UKW6,UniProtKB:Q8VDK3,UniProtKB:D4A3N9,UniProtKB:A0A0G2K893&geneProductType=protein&goId=GO:0006357&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0000269	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q9UKW6,UniProtKB:Q8VDK3,UniProtKB:D4A3N9,UniProtKB:A0A0G2K893&geneProductType=protein&goId=GO:0000981&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0000269	DBD	Lovering_2021	ORFeome	Ravazi	Saeed	TFCat	animal_tfdb_homo_sapiens	NA	animal_tfdb_Mus_musculus	NA	animal_tfdb_Rattus_norvegicus	NA	TcoF_human	NA	TcoF_mouse	NA	jaspar_human	NA	NA	lambert_2018	Vaquerizas	TFclass_human.present	TFclass_mouse.present	TFclass_rat.present	3.5.2	Tryptophan cluster factors
ELK1	-	ETS domain-containing protein Elk-1	9606|10090|10116	2002|13712|314436	P19419|P41969|A4GTP4	ENSG00000126767|ENSMUSG00000009406|ENSRNOG00000010171	NA	NA	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:P19419,UniProtKB:P41969,UniProtKB:A4GTP4&geneProductType=protein&goId=GO:0003700&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0000269	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:P19419,UniProtKB:P41969,UniProtKB:A4GTP4&geneProductType=protein&goId=GO:0003712&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0000269	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:P19419,UniProtKB:P41969,UniProtKB:A4GTP4&geneProductType=protein&goId=GO:0043565&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0000269	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:P19419,UniProtKB:P41969,UniProtKB:A4GTP4&geneProductType=protein&goId=GO:0006357&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0000269	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:P19419,UniProtKB:P41969,UniProtKB:A4GTP4&geneProductType=protein&goId=GO:0000981&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0000269	DBD	Lovering_2021	ORFeome	Ravazi	Saeed	TFCat	animal_tfdb_homo_sapiens	NA	animal_tfdb_Mus_musculus	NA	animal_tfdb_Rattus_norvegicus	NA	TcoF_human	NA	TcoF_mouse	NA	jaspar_human	NA	NA	lambert_2018	Vaquerizas	TFclass_human.present	TFclass_mouse.present	TFclass_rat.present	3.5.2	Tryptophan cluster factors
ELK3	ERP NET SAP2	ETS domain-containing protein Elk-3 	9606|10090|10116	2004|13713|362871	P41970|P41971|Q9R1T9	ENSG00000111145|ENSMUSG00000008398|ENSRNOG00000004367	NA	NA	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:P41970,UniProtKB:P41971,UniProtKB:Q9R1T9&geneProductType=protein&goId=GO:0003700&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0000269	NA	NA	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:P41970,UniProtKB:P41971,UniProtKB:Q9R1T9&geneProductType=protein&goId=GO:0043565&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0000269	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:P41970,UniProtKB:P41971,UniProtKB:Q9R1T9&geneProductType=protein&goId=GO:0006357&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0000269	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:P41970,UniProtKB:P41971,UniProtKB:Q9R1T9&geneProductType=protein&goId=GO:0000981&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0000269	DBD	Lovering_2021	ORFeome	Ravazi	Saeed	TFCat	animal_tfdb_homo_sapiens	NA	animal_tfdb_Mus_musculus	NA	animal_tfdb_Rattus_norvegicus	NA	TcoF_human	NA	TcoF_mouse	NA	jaspar_human	NA	NA	lambert_2018	Vaquerizas	TFclass_human.present	TFclass_mouse.present	TFclass_rat.present	3.5.2	Tryptophan cluster factors
ELK4	SAP1	ETS domain-containing protein Elk-4 	9606|10090|10116	2005|13714|304786	P28324|P41158|B4F7D4	ENSG00000158711|ENSMUSG00000026436|ENSRNOG00000007887	NA	NA	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:P28324,UniProtKB:P41158,UniProtKB:B4F7D4&geneProductType=protein&goId=GO:0003700&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0000269	NA	NA	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:P28324,UniProtKB:P41158,UniProtKB:B4F7D4&geneProductType=protein&goId=GO:0043565&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0000269	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:P28324,UniProtKB:P41158,UniProtKB:B4F7D4&geneProductType=protein&goId=GO:0006357&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0000269	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:P28324,UniProtKB:P41158,UniProtKB:B4F7D4&geneProductType=protein&goId=GO:0000981&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0000269	NA	Lovering_2021	NA	Ravazi	Saeed	NA	animal_tfdb_homo_sapiens	NA	animal_tfdb_Mus_musculus	NA	animal_tfdb_Rattus_norvegicus	NA	TcoF_human	NA	TcoF_mouse	NA	jaspar_human	NA	NA	lambert_2018	Vaquerizas	TFclass_human.present	TFclass_mouse.present	TFclass_rat.present	3.5.2	Tryptophan cluster factors
MIDEAS	LSR68	Mitotic deacetylase-associated SANT domain protein 	9606|10090|10116	91748|238317|314306	Q6PJG2|E9Q2I4|D4ACA6	ENSG00000156030|ENSMUSG00000042507|ENSRNOG00000010653	NA	NA	NA	NA	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q6PJG2,UniProtKB:E9Q2I4,UniProtKB:D4ACA6&geneProductType=protein&goId=GO:0003712&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0007750	NA	NA	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q6PJG2,UniProtKB:E9Q2I4,UniProtKB:D4ACA6&geneProductType=protein&goId=GO:0006357&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0007750	NA	NA	NA	NA	NA	NA	NA	NA	animal_tfdb_homo_sapiens	NA	animal_tfdb_Mus_musculus	NA	animal_tfdb_Rattus_norvegicus	NA	TcoF_human	NA	TcoF_mouse	NA	NA	NA	NA	NA	Vaquerizas	TFclass_human.present	TFclass_mouse.present	TFclass_rat.present	3.5.1	Tryptophan cluster factors
EMX1	-	Homeobox protein EMX1 	9606|10090|10116|10090|10116	2016|13796|500235|13797|499380	Q04741|Q04742|D3ZV90|Q04744|D3ZCK7	ENSG00000135638|ENSMUSG00000033726|ENSRNOG00000015493|ENSMUSG00000043969|ENSRNOG00000009482	NA	NA	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q04741,UniProtKB:Q04742,UniProtKB:D3ZV90,UniProtKB:Q04744,UniProtKB:D3ZCK7&geneProductType=protein&goId=GO:0003700&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0007750	NA	NA	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q04741,UniProtKB:Q04742,UniProtKB:D3ZV90,UniProtKB:Q04744,UniProtKB:D3ZCK7&geneProductType=protein&goId=GO:0043565&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0000269	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q04741,UniProtKB:Q04742,UniProtKB:D3ZV90,UniProtKB:Q04744,UniProtKB:D3ZCK7&geneProductType=protein&goId=GO:0006357&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0007750	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q04741,UniProtKB:Q04742,UniProtKB:D3ZV90,UniProtKB:Q04744,UniProtKB:D3ZCK7&geneProductType=protein&goId=GO:0000981&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0007750	NA	Lovering_2021	NA	Ravazi	Saeed	NA	animal_tfdb_homo_sapiens	NA	animal_tfdb_Mus_musculus	NA	animal_tfdb_Rattus_norvegicus	NA	TcoF_human	NA	TcoF_mouse	NA	jaspar_human	jaspar_mouse	NA	lambert_2018	Vaquerizas	TFclass_human.present	TFclass_mouse.present	TFclass_rat.present	3.1.2	Homeo domain factors
EMX2	-	Homeobox protein EMX2 	9606|10090|10116|10090|10116	2018|13796|500235|13797|499380	Q04743|Q04742|D3ZV90|Q04744|D3ZCK7	ENSG00000170370|ENSMUSG00000033726|ENSRNOG00000015493|ENSMUSG00000043969|ENSRNOG00000009482	NA	NA	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q04743,UniProtKB:Q04742,UniProtKB:D3ZV90,UniProtKB:Q04744,UniProtKB:D3ZCK7&geneProductType=protein&goId=GO:0003700&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0007750	NA	NA	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q04743,UniProtKB:Q04742,UniProtKB:D3ZV90,UniProtKB:Q04744,UniProtKB:D3ZCK7&geneProductType=protein&goId=GO:0043565&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0000269	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q04743,UniProtKB:Q04742,UniProtKB:D3ZV90,UniProtKB:Q04744,UniProtKB:D3ZCK7&geneProductType=protein&goId=GO:0006357&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0007750	https://www.ebi.ac.uk/QuickGO/annotations?geneProductId=UniProtKB:Q04743,UniProtKB:Q04742,UniProtKB:D3ZV90,UniProtKB:Q04744,UniProtKB:D3ZCK7&geneProductType=protein&goId=GO:0000981&goUsageRelationships=is_a&goUsage=descendants	https://www.ebi.ac.uk/QuickGO/term/ECO:0007750	NA	Lovering_2021	NA	Ravazi	Saeed	NA	animal_tfdb_homo_sapiens	NA	animal_tfdb_Mus_musculus	NA	animal_tfdb_Rattus_norvegicus	NA	TcoF_human	NA	TcoF_mouse	NA	jaspar_human	jaspar_mouse	NA	lambert_2018	Vaquerizas	TFclass_human.present	TFclass_mouse.present	TFclass_rat.present	3.1.2	Homeo domain factors
